hedId	rdfs:label	Level	omn:SubClassOf	Attributes	dc:description	omn:EquivalentTo
HED_0012453	Posterior-dominant-rhythm-eye-opening-reactivity-reduced-right	3	Posterior-dominant-rhythm-eye-opening-reactivity		Reduced right side reactivity.	
HED_0012454	Posterior-dominant-rhythm-eye-opening-reactivity-reduced-right-#	4	Posterior-dominant-rhythm-eye-opening-reactivity-reduced-right	takesValue, valueClass=textClass	free text	"Posterior-dominant-rhythm-eye-opening-reactivity-reduced-right and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012455	Posterior-dominant-rhythm-eye-opening-reactivity-reduced-both	3	Posterior-dominant-rhythm-eye-opening-reactivity		Reduced reactivity on both sides.	
HED_0012456	Posterior-dominant-rhythm-eye-opening-reactivity-reduced-both-#	4	Posterior-dominant-rhythm-eye-opening-reactivity-reduced-both	takesValue, valueClass=textClass	Free text.	"Posterior-dominant-rhythm-eye-opening-reactivity-reduced-both and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012457	Posterior-dominant-rhythm-organization	2	Posterior-dominant-rhythm-property	suggestedTag=Normal	When normal could be labeled with suggested tag.	"Posterior-dominant-rhythm-property and (suggestedTag value ""Normal"")"
HED_0012458	Posterior-dominant-rhythm-organization-poorly-organized	3	Posterior-dominant-rhythm-organization		Poorly organized.	
HED_0012459	Posterior-dominant-rhythm-organization-poorly-organized-#	4	Posterior-dominant-rhythm-organization-poorly-organized	takesValue, valueClass=textClass	Free text.	"Posterior-dominant-rhythm-organization-poorly-organized and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012460	Posterior-dominant-rhythm-organization-disorganized	3	Posterior-dominant-rhythm-organization		Disorganized.	
HED_0012461	Posterior-dominant-rhythm-organization-disorganized-#	4	Posterior-dominant-rhythm-organization-disorganized	takesValue, valueClass=textClass	Free text.	"Posterior-dominant-rhythm-organization-disorganized and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012462	Posterior-dominant-rhythm-organization-markedly-disorganized	3	Posterior-dominant-rhythm-organization		Markedly disorganized.	
HED_0012463	Posterior-dominant-rhythm-organization-markedly-disorganized-#	4	Posterior-dominant-rhythm-organization-markedly-disorganized	takesValue, valueClass=textClass	Free text.	"Posterior-dominant-rhythm-organization-markedly-disorganized and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012464	Posterior-dominant-rhythm-caveat	2	Posterior-dominant-rhythm-property		Caveat to the annotation of PDR.	
HED_0012465	No-posterior-dominant-rhythm-caveat	3	Posterior-dominant-rhythm-caveat			
HED_0012466	No-posterior-dominant-rhythm-caveat-#	4	No-posterior-dominant-rhythm-caveat	takesValue, valueClass=textClass	Free text.	"No-posterior-dominant-rhythm-caveat and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012467	Posterior-dominant-rhythm-caveat-only-open-eyes-during-the-recording	3	Posterior-dominant-rhythm-caveat			
HED_0012468	Posterior-dominant-rhythm-caveat-only-open-eyes-during-the-recording-#	4	Posterior-dominant-rhythm-caveat-only-open-eyes-during-the-recording	takesValue, valueClass=textClass	Free text.	"Posterior-dominant-rhythm-caveat-only-open-eyes-during-the-recording and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012469	Posterior-dominant-rhythm-caveat-sleep-deprived-caveat	3	Posterior-dominant-rhythm-caveat			
HED_0012470	Posterior-dominant-rhythm-caveat-sleep-deprived-caveat-#	4	Posterior-dominant-rhythm-caveat-sleep-deprived-caveat	takesValue, valueClass=textClass	Free text.	"Posterior-dominant-rhythm-caveat-sleep-deprived-caveat and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012471	Posterior-dominant-rhythm-caveat-drowsy	3	Posterior-dominant-rhythm-caveat			
HED_0012472	Posterior-dominant-rhythm-caveat-drowsy-#	4	Posterior-dominant-rhythm-caveat-drowsy	takesValue, valueClass=textClass	Free text.	"Posterior-dominant-rhythm-caveat-drowsy and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012473	Posterior-dominant-rhythm-caveat-only-following-hyperventilation	3	Posterior-dominant-rhythm-caveat			
HED_0012474	Absence-of-posterior-dominant-rhythm	2	Posterior-dominant-rhythm-property		Reason for absence of PDR.	
HED_0012475	Absence-of-posterior-dominant-rhythm-artifacts	3	Absence-of-posterior-dominant-rhythm			
HED_0012476	Absence-of-posterior-dominant-rhythm-artifacts-#	4	Absence-of-posterior-dominant-rhythm-artifacts	takesValue, valueClass=textClass	Free text.	"Absence-of-posterior-dominant-rhythm-artifacts and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012477	Absence-of-posterior-dominant-rhythm-extreme-low-voltage	3	Absence-of-posterior-dominant-rhythm			
HED_0012478	Absence-of-posterior-dominant-rhythm-extreme-low-voltage-#	4	Absence-of-posterior-dominant-rhythm-extreme-low-voltage	takesValue, valueClass=textClass	Free text.	"Absence-of-posterior-dominant-rhythm-extreme-low-voltage and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012479	Absence-of-posterior-dominant-rhythm-eye-closure-could-not-be-achieved	3	Absence-of-posterior-dominant-rhythm			
HED_0012480	Absence-of-posterior-dominant-rhythm-eye-closure-could-not-be-achieved-#	4	Absence-of-posterior-dominant-rhythm-eye-closure-could-not-be-achieved	takesValue, valueClass=textClass	Free text.	"Absence-of-posterior-dominant-rhythm-eye-closure-could-not-be-achieved and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012481	Absence-of-posterior-dominant-rhythm-lack-of-awake-period	3	Absence-of-posterior-dominant-rhythm			
HED_0012482	Absence-of-posterior-dominant-rhythm-lack-of-awake-period-#	4	Absence-of-posterior-dominant-rhythm-lack-of-awake-period	takesValue, valueClass=textClass	Free text.	"Absence-of-posterior-dominant-rhythm-lack-of-awake-period and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012483	Absence-of-posterior-dominant-rhythm-lack-of-compliance	3	Absence-of-posterior-dominant-rhythm			
HED_0012484	Absence-of-posterior-dominant-rhythm-lack-of-compliance-#	4	Absence-of-posterior-dominant-rhythm-lack-of-compliance	takesValue, valueClass=textClass	Free text.	"Absence-of-posterior-dominant-rhythm-lack-of-compliance and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012485	Absence-of-posterior-dominant-rhythm-other-causes	3	Absence-of-posterior-dominant-rhythm	requireChild		Absence-of-posterior-dominant-rhythm and (requireChild value true)
HED_0012486	Absence-of-posterior-dominant-rhythm-other-causes-#	4	Absence-of-posterior-dominant-rhythm-other-causes	takesValue, valueClass=textClass	Free text.	"Absence-of-posterior-dominant-rhythm-other-causes and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012487	Episode-property	1	Finding-property		Episode property pertains to the set of characteristics that collectively depict different aspects of an episode, encompassing its manifestations and phases.	
HED_0012488	Seizure-classification	2	Episode-property		Seizure classification refers to the grouping of seizures based on their clinical features, EEG patterns, and other characteristics. Epileptic seizures are named using the current ILAE seizure classification (Fisher et al., 2017, Beniczky et al., 2017).	
HED_0012489	Motor-seizure	3	Seizure-classification		Involves musculature in any form. The motor event could consist of an increase (positive) or decrease (negative) in muscle contraction to produce a movement. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012490	Myoclonic-motor-seizure	4	Motor-seizure		Sudden, brief ( lower than 100 msec) involuntary single or multiple contraction(s) of muscles(s) or muscle groups of variable topography (axial, proximal limb, distal). Myoclonus is less regularly repetitive and less sustained than is clonus. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012491	Negative-myoclonic-motor-seizure	4	Motor-seizure			
HED_0012492	Clonic-motor-seizure	4	Motor-seizure		Jerking, either symmetric or asymmetric, that is regularly repetitive and involves the same muscle groups. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012493	Tonic-motor-seizure	4	Motor-seizure		A sustained increase in muscle contraction lasting a few seconds to minutes. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012494	Atonic-motor-seizure	4	Motor-seizure		Sudden loss or diminution of muscle tone without apparent preceding myoclonic or tonic event lasting  about 1 to 2 s, involving head, trunk, jaw, or limb musculature. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012495	Myoclonic-atonic-motor-seizure	4	Motor-seizure		A generalized seizure type with a myoclonic jerk leading to an atonic motor component. This type was previously called myoclonic astatic. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012496	Myoclonic-tonic-clonic-motor-seizure	4	Motor-seizure		One or a few jerks of limbs bilaterally, followed by a tonic clonic seizure. The initial jerks can be considered to be either a brief period of clonus or myoclonus. Seizures with this characteristic are common in juvenile myoclonic epilepsy. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012497	Tonic-clonic-motor-seizure	4	Motor-seizure		A sequence consisting of a tonic followed by a clonic phase. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012498	Automatism-motor-seizure	4	Motor-seizure		A more or less coordinated motor activity usually occurring when cognition is impaired and for which the subject is usually (but not always) amnesic afterward. This often resembles a voluntary movement and may consist of an inappropriate continuation of preictal motor activity. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012499	Hyperkinetic-motor-seizure	4	Motor-seizure			
HED_0012500	Epileptic-spasm-episode	4	Motor-seizure		A sudden flexion, extension, or mixed extension flexion of predominantly proximal and truncal muscles that is usually more sustained than a myoclonic movement but not as sustained as a tonic seizure. Limited forms may occur: Grimacing, head nodding, or subtle eye movements. Epileptic spasms frequently occur in clusters. Infantile spasms are the best known form, but spasms can occur at all ages. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012501	Motor-onset-seizure	3	Seizure-classification	deprecatedFrom=1.0.0		"Seizure-classification and (deprecatedFrom value ""1.0.0"")"
HED_0012502	Myoclonic-motor-onset-seizure	4	Motor-onset-seizure	deprecatedFrom=1.0.0		"Motor-onset-seizure and (deprecatedFrom value ""1.0.0"")"
HED_0012503	Negative-myoclonic-motor-onset-seizure	4	Motor-onset-seizure	deprecatedFrom=1.0.0		"Motor-onset-seizure and (deprecatedFrom value ""1.0.0"")"
HED_0012504	Clonic-motor-onset-seizure	4	Motor-onset-seizure	deprecatedFrom=1.0.0		"Motor-onset-seizure and (deprecatedFrom value ""1.0.0"")"
HED_0012505	Tonic-motor-onset-seizure	4	Motor-onset-seizure	deprecatedFrom=1.0.0		"Motor-onset-seizure and (deprecatedFrom value ""1.0.0"")"
HED_0012506	Atonic-motor-onset-seizure	4	Motor-onset-seizure	deprecatedFrom=1.0.0		"Motor-onset-seizure and (deprecatedFrom value ""1.0.0"")"
HED_0012507	Myoclonic-atonic-motor-onset-seizure	4	Motor-onset-seizure	deprecatedFrom=1.0.0		"Motor-onset-seizure and (deprecatedFrom value ""1.0.0"")"
HED_0012508	Myoclonic-tonic-clonic-motor-onset-seizure	4	Motor-onset-seizure	deprecatedFrom=1.0.0		"Motor-onset-seizure and (deprecatedFrom value ""1.0.0"")"
HED_0012509	Tonic-clonic-motor-onset-seizure	4	Motor-onset-seizure	deprecatedFrom=1.0.0		"Motor-onset-seizure and (deprecatedFrom value ""1.0.0"")"
HED_0012510	Automatism-motor-onset-seizure	4	Motor-onset-seizure	deprecatedFrom=1.0.0		"Motor-onset-seizure and (deprecatedFrom value ""1.0.0"")"
HED_0012511	Hyperkinetic-motor-onset-seizure	4	Motor-onset-seizure	deprecatedFrom=1.0.0		"Motor-onset-seizure and (deprecatedFrom value ""1.0.0"")"
HED_0012512	Nonmotor-seizure	3	Seizure-classification		Focal or generalized seizure types in which motor activity is not prominent. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012513	Behavior-arrest-nonmotor-seizure	4	Nonmotor-seizure		Arrest (pause) of activities, freezing, immobilization, as in behavior arrest seizure. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012514	Sensory-nonmotor-seizure	4	Nonmotor-seizure		A perceptual experience not caused by appropriate stimuli in the external world. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012515	Emotional-nonmotor-seizure	4	Nonmotor-seizure		Seizures presenting with an emotion or the appearance of having an emotion as an early prominent feature, such as fear, spontaneous joy or euphoria, laughing (gelastic), or crying (dacrystic). Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012516	Cognitive-nonmotor-seizure	4	Nonmotor-seizure		Pertaining to thinking and higher cortical functions, such as language, spatial perception, memory, and praxis. The previous term for similar usage as a seizure type was psychic. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012517	Autonomic-nonmotor-seizure	4	Nonmotor-seizure		A distinct alteration of autonomic nervous system function involving cardiovascular, pupillary, gastrointestinal, sudomotor, vasomotor, and thermoregulatory functions. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012518	Absence-seizure	3	Seizure-classification		Absence seizures present with a sudden cessation of activity and awareness. Absence seizures tend to occur in younger age groups, have more sudden start and termination, and they usually display less complex automatisms than do focal seizures with impaired awareness, but the distinctions are not absolute. EEG information may be required for accurate classification. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012519	Typical-absence-seizure	4	Absence-seizure		A sudden onset, interruption of ongoing activities, a blank stare, possibly a brief upward deviation of the eyes. Usually the patient will be unresponsive when spoken to. Duration is a few seconds to half a minute with very rapid recovery. Although not always available, an EEG would show generalized epileptiform discharges during the event. An absence seizure is by definition a seizure of generalized onset. The word is not synonymous with a blank stare, which also can be encountered with focal onset seizures. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012520	Atypical-absence-seizure	4	Absence-seizure		An absence seizure with changes in tone that are more pronounced than in typical absence or the onset and/or cessation is not abrupt, often associated with slow, irregular, generalized spike-wave activity. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012521	Myoclonic-absence-seizure	4	Absence-seizure		A myoclonic absence seizure refers to an absence seizure with rhythmic three-per-second myoclonic movements, causing ratcheting abduction of the upper limbs leading to progressive arm elevation, and associated with three-per-second generalized spike-wave discharges. Duration is typically 10 to 60 s. Impairment of consciousness may not be obvious. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012522	Eyelid-myoclonia-absence-seizure	4	Absence-seizure		Eyelid myoclonia are myoclonic jerks of the eyelids and upward deviation of the eyes, often precipitated by closing the eyes or by light. Eyelid myoclonia can be associated with absences, but also can be motor seizures without a corresponding absence, making them difficult to categorize. The 2017 classification groups them with nonmotor (absence) seizures, which may seem counterintuitive, but the myoclonia in this instance is meant to link with absence, rather than with nonmotor. Definition from ILAE 2017 Classification of Seizure Types Expanded Version	
HED_0012523	Episode-phase	2	Episode-property	suggestedTag=Seizure-semiology-manifestation, suggestedTag=Postictal-semiology-manifestation, suggestedTag=Ictal-EEG-patterns	The electroclinical findings (i.e., the seizure semiology and the ictal EEG) are divided in three phases: initial, subsequent and postictal.	"Episode-property and (suggestedTag value ""Seizure-semiology-manifestation"") and (suggestedTag value ""Postictal-semiology-manifestation"") and (suggestedTag value ""Ictal-EEG-patterns"")"
HED_0012524	Episode-phase-initial	3	Episode-phase			
HED_0012525	Episode-phase-subsequent	3	Episode-phase			
HED_0012526	Episode-phase-postictal	3	Episode-phase			
HED_0012527	Seizure-semiology-manifestation	2	Episode-property		Seizure semiology refers to the clinical features or signs that are observed during a seizure, such as the type of movements or behaviors exhibited by the person having the seizure, the duration of the seizure, the level of consciousness, and any associated symptoms such as aura or postictal confusion. In other words, seizure semiology describes the physical manifestations of a seizure. Semiology is described according to the ILAE Glossary of Descriptive Terminology for Ictal Semiology (Blume et al., 2001). Besides the name, the semiologic finding can also be characterized by the somatotopic modifier, laterality, body part and centricity. Uses Location-property tags.	
HED_0012528	Semiology-motor-manifestation	3	Seizure-semiology-manifestation		Involves musculature in any form. The motor event could consist of an increase (positive) or decrease (negative) in muscle contraction to produce a movement.	
HED_0012529	Semiology-elementary-motor	4	Semiology-motor-manifestation		A single type of contraction of a muscle or group of muscles that is usually stereotyped and not decomposable into phases. However, see tonic-clonic, an elementary motor sequence.	
HED_0012530	Semiology-motor-tonic	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	A sustained increase in muscle contraction lasting a few seconds to minutes.	"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012531	Semiology-motor-dystonic	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	Sustained contractions of both agonist and antagonist muscles producing athetoid or twisting movements, which, when prolonged, may produce abnormal postures.	"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012532	Semiology-motor-epileptic-spasm	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	A sudden flexion, extension, or mixed extension flexion of predominantly proximal and truncal muscles that is usually more sustained than a myoclonic movement but not so sustained as a tonic seizure (i.e., about 1 s). Limited forms may occur: grimacing, head nodding. Frequent occurrence in clusters.	"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012533	Semiology-motor-postural	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	Adoption of a posture that may be bilaterally symmetric or asymmetric (as in a fencing posture).	"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012534	Semiology-motor-versive	5	Semiology-elementary-motor	suggestedTag=Body-part-location, suggestedTag=Episode-event-count	A sustained, forced conjugate ocular, cephalic, and/or truncal rotation or lateral deviation from the midline.	"Semiology-elementary-motor and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Episode-event-count"")"
HED_0012535	Semiology-motor-clonic	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	Myoclonus that is regularly repetitive, involves the same muscle groups, at a frequency of about 2 to 3 c/s, and is prolonged. Synonym: rhythmic myoclonus .	"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012536	Semiology-motor-myoclonic	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	Characterized by myoclonus. MYOCLONUS : sudden, brief (lower than 100 ms) involuntary single or multiple contraction(s) of muscles(s) or muscle groups of variable topography (axial, proximal limb, distal).	"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012537	Semiology-motor-jacksonian-march	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	Term indicating spread of clonic movements through contiguous body parts unilaterally.	"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012538	Semiology-motor-negative-myoclonus	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	Characterized by negative myoclonus. NEGATIVE MYOCLONUS: interruption of tonic muscular activity for lower than 500 ms without evidence of preceding myoclonia.	"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012539	Semiology-motor-tonic-clonic	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	A sequence consisting of a tonic followed by a clonic phase. Variants such as clonic-tonic-clonic may be seen. Asymmetry of limb posture during the tonic phase of a GTC: one arm is rigidly extended at the elbow (often with the fist clenched tightly and flexed at the wrist), whereas the opposite arm is flexed at the elbow.	"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012540	Semiology-motor-tonic-clonic-without-figure-of-four	6	Semiology-motor-tonic-clonic			
HED_0012541	Semiology-motor-tonic-clonic-with-figure-of-four-extension-left-elbow	6	Semiology-motor-tonic-clonic			
HED_0012542	Semiology-motor-tonic-clonic-with-figure-of-four-extension-right-elbow	6	Semiology-motor-tonic-clonic			
HED_0012543	Semiology-motor-astatic	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	Loss of erect posture that results from an atonic, myoclonic, or tonic mechanism. Synonym: drop attack.	"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012544	Semiology-motor-atonic	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	Sudden loss or diminution of muscle tone without apparent preceding myoclonic or tonic event lasting greater or equal to 1 to 2 s, involving head, trunk, jaw, or limb musculature.	"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012545	Semiology-motor-eye-blinking	5	Semiology-elementary-motor	suggestedTag=Brain-laterality, suggestedTag=Episode-event-count		"Semiology-elementary-motor and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Episode-event-count"")"
HED_0012546	Semiology-motor-other-elementary-motor	5	Semiology-elementary-motor	requireChild		Semiology-elementary-motor and (requireChild value true)
HED_0012547	Semiology-motor-other-elementary-motor-#	6	Semiology-motor-other-elementary-motor	takesValue, valueClass=textClass	Free text.	"Semiology-motor-other-elementary-motor and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012548	Semiology-motor-automatisms	4	Semiology-motor-manifestation		A more or less coordinated, repetitive, motor activity usually occurring when cognition is impaired and for which the subject is usually amnesic afterward. This often resembles a voluntary movement and may consist of an inappropriate continuation of ongoing preictal motor activity.	
HED_0012549	Semiology-motor-automatisms-mimetic	5	Semiology-motor-automatisms	suggestedTag=Episode-responsiveness, suggestedTag=Episode-appearance, suggestedTag=Episode-event-count	Facial expression suggesting an emotional state, often fear.	"Semiology-motor-automatisms and (suggestedTag value ""Episode-responsiveness"") and (suggestedTag value ""Episode-appearance"") and (suggestedTag value ""Episode-event-count"")"
HED_0012550	Semiology-motor-automatisms-oroalimentary	5	Semiology-motor-automatisms	suggestedTag=Episode-responsiveness, suggestedTag=Episode-appearance, suggestedTag=Episode-event-count	Lip smacking, lip pursing, chewing, licking, tooth grinding, or swallowing.	"Semiology-motor-automatisms and (suggestedTag value ""Episode-responsiveness"") and (suggestedTag value ""Episode-appearance"") and (suggestedTag value ""Episode-event-count"")"
HED_0012551	Semiology-motor-automatisms-dacrystic	5	Semiology-motor-automatisms	suggestedTag=Episode-responsiveness, suggestedTag=Episode-appearance, suggestedTag=Episode-event-count	Bursts of crying.	"Semiology-motor-automatisms and (suggestedTag value ""Episode-responsiveness"") and (suggestedTag value ""Episode-appearance"") and (suggestedTag value ""Episode-event-count"")"
HED_0012552	Semiology-motor-automatisms-dyspraxic	5	Semiology-motor-automatisms	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-responsiveness, suggestedTag=Episode-appearance, suggestedTag=Episode-event-count	Inability to perform learned movements spontaneously or on command or imitation despite intact relevant motor and sensory systems and adequate comprehension and cooperation.	"Semiology-motor-automatisms and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-responsiveness"") and (suggestedTag value ""Episode-appearance"") and (suggestedTag value ""Episode-event-count"")"
HED_0012553	Semiology-motor-automatisms-manual	5	Semiology-motor-automatisms	suggestedTag=Brain-laterality, suggestedTag=Brain-centricity, suggestedTag=Episode-responsiveness, suggestedTag=Episode-appearance, suggestedTag=Episode-event-count	1. Indicates principally distal components, bilateral or unilateral. 2. Fumbling, tapping, manipulating movements.	"Semiology-motor-automatisms and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-responsiveness"") and (suggestedTag value ""Episode-appearance"") and (suggestedTag value ""Episode-event-count"")"
HED_0012554	Semiology-motor-automatisms-gestural	5	Semiology-motor-automatisms	suggestedTag=Brain-laterality, suggestedTag=Episode-responsiveness, suggestedTag=Episode-appearance, suggestedTag=Episode-event-count	Semipurposive, asynchronous hand movements. Often unilateral.	"Semiology-motor-automatisms and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Episode-responsiveness"") and (suggestedTag value ""Episode-appearance"") and (suggestedTag value ""Episode-event-count"")"
HED_0012555	Semiology-motor-automatisms-pedal	5	Semiology-motor-automatisms	suggestedTag=Brain-laterality, suggestedTag=Brain-centricity, suggestedTag=Episode-responsiveness, suggestedTag=Episode-appearance, suggestedTag=Episode-event-count	1. Indicates principally distal components, bilateral or unilateral. 2. Fumbling, tapping, manipulating movements.	"Semiology-motor-automatisms and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-responsiveness"") and (suggestedTag value ""Episode-appearance"") and (suggestedTag value ""Episode-event-count"")"
HED_0012556	Semiology-motor-automatisms-hypermotor	5	Semiology-motor-automatisms	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-responsiveness, suggestedTag=Episode-appearance, suggestedTag=Episode-event-count	1. Involves predominantly proximal limb or axial muscles producing irregular sequential ballistic movements, such as pedaling, pelvic thrusting, thrashing, rocking movements. 2. Increase in rate of ongoing movements or inappropriately rapid performance of a movement.	"Semiology-motor-automatisms and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-responsiveness"") and (suggestedTag value ""Episode-appearance"") and (suggestedTag value ""Episode-event-count"")"
HED_0012557	Semiology-motor-automatisms-hypokinetic	5	Semiology-motor-automatisms	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-responsiveness, suggestedTag=Episode-appearance, suggestedTag=Episode-event-count	A decrease in amplitude and/or rate or arrest of ongoing motor activity.	"Semiology-motor-automatisms and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-responsiveness"") and (suggestedTag value ""Episode-appearance"") and (suggestedTag value ""Episode-event-count"")"
